timestamp,BTC,ETH,USD1,SOL,WLD,XRP,ZEC,TAO,BNB,NEAR,SYN,TRX,TNSR,RESOLV,ENA,SUI,TRUMP,DOGE,SAGA,ID,AVAX,ADA,BICO,EIGEN,FET,XLM,EUR,STO,HMSTR,UTK,LTC,LINK,TON,PEPE,UNI,STRAX,AAVE,BEL,ONDO,PAXG,W,BFUSD,FIL,HOME,JTO,IO,ALICE,INJ,DEXE,AXS,HBAR,ZRO,DYM,APT,DASH,DOT,ICP,PENGU,RENDER,WLFI,PENDLE,BCH,SPK,VIC,EPIC,BIO,TIA,CHZ,ORDI,ARB,BROCCOLI714,NEIRO,WBTC,POL,XAI,JST,SEI,DYDX,ACE,BANANAS31
2025-10-07,121332.95,4447.7,0.9991,219.97,1.193,2.852,127.26,331.1,1304.43,2.949,0.1102,0.3379,0.0971,0.1002,0.5446,3.4499,7.52,0.24682,0.199,0.1512,27.93,0.8198,0.0925,1.968,0.557,0.3836,1.165,0.1403,0.000623,0.02747,116.91,21.79,2.753,9.46e-06,7.765,0.03745,276.13,0.2379,0.9086,4000.88,0.1228,0.9993,2.28,0.02959,1.584,0.527,0.3335,12.41,12.947,2.139,0.21816,2.419,0.171,5.317,29.93,4.139,4.423,0.030402,3.365,0.1822,4.801,576.2,0.048781,0.2087,1.693,0.1278,1.449,0.04165,7.974,0.4214,0.04628,0.00026639,121328.41,0.2371,0.0403,0.03283,0.2846,0.5931,0.438,0.005612
2025-10-08,123306.0,4525.72,0.9994,229.02,1.278,2.8797,177.56,338.2,1307.4,2.964,0.1135,0.342,0.0997,0.1047,0.577,3.5353,7.73,0.25564,0.2072,0.1529,28.82,0.8387,0.0943,1.846,0.555,0.3884,1.1627,0.1686,0.00064,0.02829,118.6,22.63,2.776,9.56e-06,8.072,0.03815,285.46,0.2386,0.9231,4032.21,0.118,0.9994,2.365,0.03039,1.626,0.533,0.3598,12.66,11.353,2.191,0.21968,2.431,0.176,5.173,33.13,4.194,4.505,0.032491,3.35,0.186,4.713,583.1,0.048918,0.2145,1.736,0.1281,1.489,0.04251,8.25,0.4347,0.04584,0.00029082,123298.85,0.2412,0.0417,0.03316,0.2876,0.601,0.434,0.005755
2025-10-09,121662.4,4368.09,0.9994,220.93,1.198,2.8021,212.57,347.1,1255.35,2.88,0.1112,0.3369,0.0982,0.0978,0.5465,3.4075,7.54,0.24849,0.1992,0.1478,28.38,0.8152,0.0912,1.793,0.491,0.3794,1.1566,0.197,0.000621,0.02718,125.9,21.99,2.74,9.25e-06,7.855,0.03809,273.7,0.2327,0.8839,4000.27,0.1125,0.9997,2.298,0.0294,1.564,0.514,0.4928,12.11,11.147,2.209,0.21297,2.275,0.171,5.004,35.1,4.075,4.363,0.030148,3.237,0.1793,4.545,580.0,0.048726,0.2083,1.477,0.1144,1.437,0.04142,7.901,0.4179,0.03764,0.00026696,121616.81,0.2361,0.0406,0.03238,0.2788,0.5682,0.479,0.005319
2025-10-10,112774.5,3829.72,0.999,188.43,0.871,2.3704,225.28,290.7,1102.47,2.382,0.0758,0.3205,0.068,0.0654,0.4355,2.6047,5.39,0.19349,0.1268,0.1014,20.68,0.6353,0.0632,1.192,0.346,0.3191,1.1432,0.1856,0.000406,0.01913,96.88,17.31,2.052,6.71e-06,5.792,0.03261,224.45,0.154,0.6908,3983.01,0.076,0.9989,1.685,0.02759,1.029,0.328,0.3111,8.57,5.478,1.523,0.16436,1.799,0.106,3.664,37.71,2.946,3.039,0.023754,2.288,0.1248,3.541,513.5,0.036468,0.1403,0.971,0.0827,0.927,0.03077,5.315,0.2962,0.02157,0.0001668,112838.46,0.1834,0.0265,0.03042,0.2126,0.3383,0.301,0.003113
2025-10-11,110644.4,3746.79,0.9992,177.62,0.916,2.3819,291.0,297.6,1135.07,2.3,0.0749,0.3144,0.0655,0.0636,0.3691,2.5412,5.86,0.18527,0.1211,0.1071,21.46,0.6316,0.0627,1.128,0.366,0.323,1.1426,0.1814,0.000416,0.01957,93.34,17.2,2.097,6.72e-06,5.855,0.03219,234.38,0.2162,0.7175,3992.15,0.0726,0.9999,1.563,0.02726,1.034,0.317,0.2765,8.48,5.62,1.523,0.16805,1.729,0.111,3.645,39.57,2.997,3.131,0.02172,2.367,0.1225,3.352,500.1,0.037726,0.147,0.969,0.0818,0.925,0.03173,4.945,0.3017,0.02387,0.00017353,110653.26,0.1854,0.0259,0.03036,0.204,0.3416,0.298,0.00266
2025-10-12,114958.8,4152.29,0.9993,197.0,1.0,2.5282,260.42,383.4,1302.65,2.456,0.0832,0.3227,0.0734,0.0693,0.4123,2.8083,6.2,0.20717,0.1324,0.1179,22.51,0.7,0.0696,1.362,0.378,0.3415,1.1573,0.1751,0.000462,0.0213,98.98,19.0,2.274,7.49e-06,6.619,0.03409,250.99,0.2126,0.8153,4036.56,0.0807,0.9998,1.659,0.029,1.162,0.368,0.306,9.55,5.854,1.7,0.18525,1.956,0.124,3.921,53.22,3.241,3.5,0.025692,2.73,0.1411,3.877,540.7,0.040981,0.16,1.11,0.0913,1.062,0.035,5.542,0.3346,0.02895,0.00019804,114976.19,0.1997,0.0286,0.03138,0.2284,0.3751,0.329,0.003221
2025-10-13,115166.0,4240.85,0.9991,208.69,1.009,2.6052,249.13,447.4,1294.55,2.619,0.0903,0.3227,0.0784,0.0754,0.4662,2.9907,6.55,0.2138,0.1451,0.1269,23.8,0.7284,0.0755,1.4,0.369,0.3511,1.1551,0.1683,0.000496,0.02245,99.45,19.84,2.368,7.84e-06,7.051,0.03537,261.12,0.2788,0.8335,4141.69,0.0885,0.9998,1.73,0.03258,1.235,0.384,0.4433,9.93,6.348,1.813,0.19431,2.036,0.132,3.929,50.76,3.374,3.718,0.026379,3.046,0.1521,3.875,546.5,0.042333,0.1716,1.133,0.0998,1.183,0.03668,6.031,0.3585,0.02953,0.00021514,115137.7,0.2096,0.0303,0.03188,0.236,0.3916,0.364,0.003828
2025-10-14,113028.14,4125.02,0.9997,202.44,0.958,2.5033,247.78,460.6,1208.52,2.46,0.0868,0.3168,0.0746,0.0716,0.4369,2.8205,6.291,0.20437,0.1356,0.1198,22.74,0.6989,0.0729,1.322,0.3145,0.3373,1.1592,0.1547,0.000473,0.02154,97.33,19.1,2.302,7.52e-06,6.822,0.03503,255.36,0.2569,0.8003,4176.71,0.0837,0.9996,1.675,0.0301,1.168,0.363,0.5302,9.54,7.167,1.745,0.1902,1.919,0.1267,3.687,45.23,3.248,3.536,0.024556,2.851,0.1441,3.601,538.0,0.039463,0.1656,1.079,0.0956,1.162,0.03572,5.664,0.3433,0.02843,0.00020454,113005.41,0.2018,0.0298,0.03264,0.2254,0.3737,0.345,0.003656
2025-10-15,110763.28,3985.61,0.9996,193.84,0.933,2.4109,230.01,411.5,1162.57,2.325,0.0824,0.3192,0.0707,0.0684,0.4198,2.6799,6.062,0.19621,0.1293,0.1169,21.9,0.6684,0.0696,1.241,0.2905,0.3247,1.1638,0.1569,0.000444,0.0208,95.5,18.06,2.219,7.18e-06,6.569,0.03353,242.27,0.3188,0.7635,4238.42,0.0806,0.9994,1.604,0.03079,1.128,0.338,0.4145,9.05,6.662,1.654,0.17895,1.847,0.1208,3.522,45.62,3.137,3.351,0.023207,2.679,0.1386,3.272,522.2,0.039081,0.1599,0.984,0.0899,1.069,0.03447,5.344,0.327,0.02717,0.00019058,110721.7,0.1956,0.0288,0.03225,0.2152,0.3517,0.32,0.003542
2025-10-16,108194.28,3894.51,0.9996,184.85,0.898,2.328,205.07,378.8,1144.83,2.198,0.0794,0.316,0.0672,0.0647,0.4029,2.5161,5.946,0.1885,0.1246,0.1121,20.98,0.6453,0.0652,1.185,0.2734,0.3122,1.1694,0.1584,0.000419,0.01997,91.79,17.43,2.178,6.88e-06,6.279,0.03263,223.16,0.3298,0.7276,4436.75,0.0749,0.9994,1.493,0.02926,1.13,0.322,0.3751,8.63,7.208,1.587,0.17085,1.72,0.1161,3.296,42.2,3.016,3.141,0.02208,2.525,0.1356,3.23,504.8,0.036018,0.1533,0.935,0.0851,1.03,0.03338,5.117,0.3162,0.02529,0.00018388,108189.84,0.1885,0.0274,0.03134,0.2052,0.3348,0.305,0.00337
2025-10-17,106431.68,3831.57,0.9998,181.96,0.872,2.2936,217.8,382.7,1071.15,2.149,0.0789,0.3089,0.064,0.0587,0.4356,2.4367,5.757,0.1847,0.1199,0.1074,19.96,0.6245,0.064,1.163,0.2684,0.3086,1.1637,0.1586,0.000404,0.01928,90.12,16.61,2.119,6.65e-06,6.132,0.03199,206.57,0.2797,0.7044,4238.93,0.0732,0.9997,1.465,0.02878,1.131,0.323,0.3772,8.35,6.627,1.546,0.16256,1.702,0.1154,3.192,43.23,2.892,3.009,0.021182,2.452,0.1297,3.149,469.8,0.03653,0.15,0.906,0.0813,1.006,0.03279,4.964,0.3037,0.02392,0.00017689,106441.9,0.1864,0.0276,0.03107,0.1905,0.3264,0.295,0.003229
2025-10-18,107185.01,3889.21,1.0,187.56,0.886,2.3596,221.36,399.9,1092.43,2.167,0.081,0.313,0.0634,0.0587,0.4622,2.5012,5.878,0.18962,0.1216,0.1085,20.21,0.6343,0.0649,1.136,0.2607,0.3146,1.1634,0.1727,0.000412,0.01922,91.69,16.82,2.154,6.75e-06,6.024,0.03196,214.87,0.2714,0.7137,4242.81,0.0738,0.9997,1.495,0.02966,1.07,0.321,0.3684,8.44,6.484,1.567,0.1659,1.706,0.1148,3.208,42.6,2.932,3.048,0.021468,2.479,0.1305,3.234,468.5,0.036167,0.1524,0.911,0.0802,1.007,0.03268,5.035,0.3094,0.02454,0.00018066,107162.9,0.1894,0.0271,0.03128,0.1917,0.3293,0.301,0.003355
2025-10-19,108642.78,3982.58,1.0002,187.86,0.911,2.3908,235.77,438.6,1109.88,2.258,0.082,0.3205,0.067,0.0597,0.4816,2.5818,5.953,0.19535,0.1229,0.1113,20.59,0.6528,0.0659,1.094,0.29,0.3179,1.1646,0.1762,0.000428,0.01926,93.33,17.29,2.21,6.99e-06,6.259,0.03212,222.44,0.2569,0.7316,4242.46,0.0747,0.9996,1.532,0.02927,1.089,0.334,0.3732,8.55,6.471,1.587,0.1705,1.703,0.1168,3.196,43.61,3.009,3.069,0.022251,2.534,0.1315,3.206,472.7,0.036853,0.1546,0.999,0.0838,1.019,0.03304,5.2,0.3172,0.02468,0.00018972,108716.9,0.1952,0.0276,0.03213,0.1954,0.3366,0.305,0.003414
2025-10-20,110532.09,3979.22,0.9995,189.71,0.917,2.4948,268.61,422.8,1100.19,2.26,0.0819,0.3224,0.0661,0.0606,0.4521,2.5747,5.978,0.2,0.1225,0.1127,20.34,0.6625,0.0664,1.151,0.2692,0.3244,1.1641,0.1799,0.000428,0.0192,94.01,18.66,2.236,7.15e-06,6.336,0.03244,228.92,0.2483,0.7519,4364.09,0.076,0.9996,1.58,0.02869,1.137,0.332,0.3532,8.74,6.533,1.591,0.17554,1.73,0.1155,3.261,48.92,3.086,3.189,0.02241,2.563,0.1321,3.19,478.7,0.038005,0.1721,0.964,0.1024,1.023,0.03324,5.29,0.3221,0.0252,0.00019545,110525.8,0.2006,0.0276,0.03307,0.1991,0.3402,0.3,0.003363
2025-10-21,108297.67,3873.05,0.9997,185.63,0.888,2.4222,262.93,382.1,1057.16,2.217,0.0771,0.3217,0.0635,0.0572,0.4544,2.4889,5.871,0.19427,0.1147,0.1116,19.54,0.6428,0.0635,1.08,0.2439,0.3141,1.1596,0.1777,0.000413,0.01824,92.46,17.61,2.139,6.92e-06,6.253,0.03158,218.75,0.2194,0.7239,4098.31,0.0728,0.9996,1.561,0.02577,1.072,0.333,0.3224,8.45,6.587,1.57,0.17043,1.661,0.1095,3.222,45.22,3.006,3.045,0.021285,2.47,0.126,3.119,480.8,0.038044,0.1524,0.871,0.0893,1.002,0.03192,5.11,0.311,0.02343,0.0001865,108355.28,0.1938,0.0261,0.03323,0.1917,0.3291,0.29,0.003178
2025-10-22,107567.44,3805.53,0.9998,180.12,0.844,2.3647,238.65,380.4,1071.82,2.164,0.0742,0.3226,0.0613,0.0546,0.4345,2.3818,5.715,0.18993,0.1096,0.1071,19.02,0.6238,0.0624,1.046,0.2362,0.3081,1.1605,0.1676,0.0004,0.0186,91.88,17.2,2.113,6.71e-06,6.037,0.0312,216.49,0.2134,0.7029,4091.78,0.0699,0.9993,1.519,0.02457,1.035,0.318,0.3148,8.2,6.531,1.513,0.16609,1.656,0.106,3.192,41.6,2.918,2.977,0.019942,2.384,0.1222,3.033,473.2,0.035443,0.1462,0.864,0.0829,0.963,0.03151,4.931,0.3012,0.02264,0.00017711,107611.33,0.1895,0.0253,0.03314,0.1834,0.3118,0.282,0.003119
2025-10-23,110078.18,3856.8,0.9999,191.35,0.863,2.3947,243.56,386.2,1126.72,2.202,0.0795,0.3139,0.0639,0.0564,0.4555,2.4296,5.861,0.19493,0.1139,0.1092,19.14,0.6428,0.0645,1.077,0.2517,0.3115,1.1614,0.184,0.000415,0.01897,94.04,17.44,2.126,6.95e-06,6.313,0.03172,224.52,0.2688,0.7221,4117.46,0.0726,0.9995,1.556,0.02331,1.084,0.331,0.3248,8.41,6.377,1.567,0.16506,1.711,0.107,3.245,41.8,3.002,3.04,0.020478,2.46,0.142,3.097,480.3,0.03883,0.1477,0.885,0.0857,1.003,0.03195,5.161,0.3141,0.02501,0.00018668,110057.91,0.1929,0.026,0.0335,0.1917,0.3228,0.298,0.003242
2025-10-24,111004.89,3934.88,0.9999,193.59,0.896,2.5103,269.94,385.2,1109.01,2.273,0.0799,0.3037,0.0649,0.0576,0.4824,2.5236,5.959,0.19775,0.1119,0.1111,19.49,0.656,0.0653,1.079,0.2656,0.3195,1.1625,0.1771,0.000421,0.02007,96.45,17.89,2.167,7.18e-06,6.243,0.03199,228.94,0.2614,0.7443,4110.53,0.0727,0.9998,1.569,0.0227,1.132,0.355,0.3238,8.48,6.704,1.607,0.17079,1.691,0.1081,3.305,41.87,3.078,3.145,0.021165,2.465,0.1361,3.22,503.2,0.04403,0.1503,0.901,0.0868,1.033,0.03256,5.261,0.3202,0.02464,0.00019804,110989.53,0.1949,0.0264,0.03299,0.1957,0.3338,0.306,0.003213
2025-10-25,111646.27,3953.82,1.0002,193.84,0.894,2.5959,276.12,396.5,1116.53,2.279,0.0803,0.2971,0.0654,0.0614,0.4714,2.5336,5.991,0.19652,0.1135,0.1114,19.71,0.6542,0.0656,1.1,0.2593,0.3249,1.163,0.1695,0.000418,0.01935,96.97,18.02,2.148,7.15e-06,6.245,0.0318,226.28,0.2392,0.7342,4110.33,0.0731,0.9999,1.56,0.02302,1.134,0.367,0.3428,8.4,6.568,1.6,0.17252,1.722,0.1072,3.314,42.04,3.09,3.119,0.021373,2.471,0.1378,3.208,508.2,0.039984,0.1506,0.93,0.0912,1.035,0.03257,5.293,0.3203,0.0243,0.00019653,111623.3,0.1959,0.0268,0.03342,0.1993,0.3387,0.307,0.003261
2025-10-26,114559.4,4158.46,1.0004,200.03,0.949,2.6461,325.24,404.6,1138.19,2.369,0.0827,0.3003,0.0671,0.0619,0.5096,2.6761,6.273,0.20577,0.1164,0.1145,20.82,0.6812,0.0664,1.197,0.2792,0.3304,1.1635,0.1697,0.000433,0.02018,100.02,18.55,2.228,7.32e-06,6.665,0.03255,240.76,0.2374,0.7667,4059.96,0.0757,0.9999,1.653,0.02371,1.152,0.369,0.3319,9.02,6.761,1.636,0.17995,1.76,0.11,3.588,49.87,3.195,3.293,0.02232,2.577,0.1505,3.451,559.4,0.040347,0.1523,0.974,0.0917,1.071,0.03341,5.484,0.3347,0.02418,0.00020271,114543.32,0.2021,0.0276,0.03389,0.2071,0.355,0.321,0.00328
2025-10-27,114107.65,4120.15,1.001,198.7,0.904,2.634,341.75,415.2,1138.88,2.332,0.0781,0.2983,0.0624,0.0591,0.5013,2.6107,7.137,0.20038,0.109,0.1114,20.33,0.667,0.0639,1.067,0.2641,0.3228,1.1653,0.1727,0.000423,0.01973,99.39,18.22,2.235,7.13e-06,6.514,0.03194,235.17,0.2312,0.7461,3992.2,0.0732,0.9999,1.64,0.02347,1.096,0.35,0.3189,8.62,6.868,1.574,0.18479,1.692,0.1053,3.46,48.66,3.139,3.174,0.021403,2.497,0.1477,3.282,555.6,0.038356,0.1461,0.901,0.0928,1.036,0.03267,5.307,0.3305,0.02289,0.00019541,114119.05,0.1995,0.026,0.03425,0.2007,0.335,0.302,0.003137
2025-10-28,112898.45,3979.2,1.0,194.15,0.87,2.6034,315.85,432.3,1103.45,2.234,0.075,0.2954,0.0595,0.0573,0.4606,2.5055,7.175,0.19362,0.1025,0.1097,19.47,0.6459,0.0629,1.042,0.2574,0.3184,1.1648,0.1616,0.000408,0.01899,96.65,17.83,2.243,6.99e-06,6.339,0.03144,228.36,0.2226,0.7291,3968.36,0.0705,1.0,1.558,0.02322,1.057,0.334,0.2995,8.38,6.582,1.53,0.1945,1.659,0.0972,3.358,45.76,3.051,3.076,0.020563,2.425,0.138,3.223,557.6,0.037128,0.1398,0.88,0.0858,1.008,0.03194,5.114,0.3149,0.02214,0.00019005,112915.49,0.1947,0.0255,0.0341,0.1954,0.3265,0.293,0.003046
2025-10-29,110021.29,3902.99,1.0,193.88,0.86,2.5502,351.59,441.0,1107.7,2.276,0.0762,0.2961,0.0574,0.0563,0.4431,2.5119,8.263,0.19237,0.1035,0.1101,19.66,0.6401,0.0627,1.099,0.262,0.3158,1.16,0.1634,0.00041,0.01903,98.53,18.13,2.213,7.03e-06,6.295,0.03141,227.63,0.2128,0.7287,3956.23,0.0692,1.0,1.584,0.02231,1.061,0.324,0.2982,8.5,6.558,1.522,0.20109,1.637,0.0969,3.405,46.38,3.079,3.062,0.021154,2.391,0.145,3.285,555.6,0.036778,0.138,0.861,0.0852,1.01,0.03204,5.154,0.3176,0.02221,0.00019044,110055.95,0.1954,0.0257,0.03467,0.1989,0.3364,0.306,0.003014
2025-10-30,108322.88,3805.09,0.9997,184.69,0.798,2.4393,345.56,414.5,1079.05,2.1,0.0777,0.2925,0.0511,0.0507,0.3941,2.2907,7.527,0.18268,0.0935,0.1022,18.11,0.6016,0.0571,0.949,0.2404,0.2984,1.1569,0.1608,0.000378,0.01797,93.39,16.8,2.155,6.44e-06,5.846,0.03045,215.14,0.21,0.6888,4034.25,0.063,1.0,1.463,0.02159,0.925,0.297,0.2711,7.65,6.294,1.405,0.19657,1.539,0.0893,3.206,44.01,2.871,2.892,0.018585,2.232,0.137,3.051,541.2,0.035039,0.1302,0.764,0.0785,0.912,0.0306,4.544,0.2902,0.01972,0.00017178,108336.47,0.1848,0.0232,0.03481,0.1846,0.3034,0.269,0.00282
2025-10-31,109608.01,3847.99,0.9997,187.21,0.799,2.5097,404.54,481.0,1088.9,2.099,0.0742,0.2962,0.0526,0.0509,0.3918,2.3636,8.011,0.18644,0.0941,0.1033,18.19,0.6091,0.0586,0.921,0.2364,0.305,1.1552,0.1713,0.000383,0.01804,95.38,17.24,2.284,6.57e-06,5.744,0.03033,228.45,0.2121,0.6873,4000.16,0.0651,0.9999,1.515,0.02186,0.901,0.296,0.2796,7.59,6.97,1.416,0.201,1.547,0.0881,3.259,52.9,2.882,2.942,0.018131,2.229,0.1373,3.063,535.1,0.035288,0.1309,0.795,0.0833,0.9,0.03087,4.642,0.2953,0.01927,0.00017731,109584.83,0.1843,0.0235,0.03528,0.1908,0.2954,0.274,0.002892
2025-11-01,110098.1,3873.77,0.9991,186.35,0.872,2.5053,412.13,497.2,1094.53,2.174,0.0769,0.2975,0.0542,0.0518,0.3876,2.3795,7.752,0.18736,0.0997,0.1082,18.73,0.6128,0.0603,0.892,0.2591,0.3051,1.1557,0.1754,0.000406,0.01858,101.38,17.14,2.308,6.69e-06,5.863,0.0305,222.96,0.2193,0.703,4008.41,0.0676,0.9999,1.672,0.0228,0.942,0.32,0.2816,7.95,7.331,1.452,0.19636,1.629,0.0924,3.332,73.71,2.971,3.442,0.018174,2.332,0.1387,3.128,554.0,0.036237,0.1352,0.845,0.085,0.971,0.03152,4.96,0.3069,0.01984,0.0001877,110061.1,0.1929,0.0253,0.03481,0.1948,0.3126,0.285,0.002961
2025-11-02,110540.68,3906.58,0.9993,187.71,0.842,2.5267,418.52,488.7,1083.25,2.19,0.0762,0.2981,0.0542,0.0508,0.3745,2.354,7.55,0.18638,0.1016,0.1093,18.8,0.6106,0.0597,0.878,0.2462,0.3047,1.1535,0.1698,0.000408,0.01845,99.42,17.58,2.31,6.7e-06,5.859,0.03021,231.37,0.2166,0.6978,3979.05,0.0659,1.0,1.666,0.0234,0.961,0.313,0.2798,7.83,7.244,1.468,0.19452,1.648,0.0976,3.375,89.66,2.985,4.282,0.017785,2.292,0.135,3.054,536.9,0.035702,0.1343,0.829,0.0875,0.964,0.03192,4.869,0.3075,0.01922,0.00018897,110509.15,0.1927,0.025,0.03503,0.1945,0.3217,0.281,0.002892
2025-11-03,106583.04,3603.83,0.9992,166.06,0.727,2.3096,433.88,466.6,993.54,1.912,0.0646,0.2813,0.0473,0.0446,0.3331,2.0698,7.278,0.16741,0.0853,0.0959,16.65,0.5528,0.0535,0.76,0.2091,0.2782,1.1524,0.1673,0.00034,0.01658,87.43,15.25,2.017,5.72e-06,5.198,0.02635,199.65,0.1914,0.615,3992.01,0.0567,1.0,1.443,0.02186,0.816,0.268,0.2425,6.74,6.564,1.255,0.17528,1.436,0.081,2.779,119.07,2.585,3.934,0.01549,2.001,0.1157,2.72,505.9,0.030855,0.1172,0.712,0.0773,0.809,0.02878,4.057,0.2612,0.01584,0.00015349,106562.1,0.1686,0.0216,0.03555,0.1656,0.2705,0.243,0.002525
2025-11-04,101497.22,3287.05,0.9994,155.03,0.703,2.2053,441.8,401.3,936.77,1.831,0.0639,0.2855,0.0463,0.0473,0.3184,1.9754,6.957,0.16223,0.081,0.092,15.98,0.5208,0.0601,0.754,0.2116,0.2695,1.1486,0.1736,0.0004,0.01603,85.21,14.68,1.902,5.6e-06,5.073,0.02541,188.1,0.1931,0.5933,3929.18,0.0561,1.0001,1.367,0.02173,0.764,0.264,0.2484,6.48,6.065,1.186,0.16859,1.406,0.076,2.561,121.12,2.508,5.19,0.014365,1.862,0.1136,2.628,480.0,0.02975,0.1176,0.676,0.0722,0.783,0.02801,3.986,0.2548,0.01702,0.00014606,101442.7,0.1623,0.0208,0.0341,0.1582,0.2701,0.241,0.002397
2025-11-05,103885.16,3424.29,0.9991,162.37,0.738,2.3432,478.33,384.0,959.33,1.951,0.0744,0.2889,0.0478,0.0567,0.332,2.0322,8.082,0.16719,0.0846,0.0923,16.61,0.5453,0.0624,0.769,0.2239,0.2802,1.1494,0.1701,0.000348,0.01651,89.39,15.09,1.958,5.76e-06,5.346,0.02555,202.02,0.1895,0.6165,3971.74,0.0596,1.0001,1.397,0.02174,0.793,0.277,0.2508,6.58,6.091,1.219,0.17518,1.473,0.0819,2.681,104.23,2.672,5.961,0.015318,2.025,0.1236,2.725,489.1,0.031744,0.1211,0.718,0.0768,0.82,0.02926,4.138,0.2698,0.01744,0.00015795,103807.79,0.1688,0.0212,0.03494,0.1655,0.2874,0.249,0.002511
2025-11-06,101346.04,3315.14,0.9995,155.28,0.705,2.213,535.84,392.2,950.4,2.097,0.0739,0.2839,0.046,0.0717,0.3096,1.9677,7.605,0.16164,0.0837,0.0936,16.13,0.5318,0.0603,0.727,0.2317,0.2697,1.1553,0.1657,0.000314,0.01644,87.0,14.74,1.958,5.54e-06,5.255,0.02649,197.28,0.1823,0.5954,3986.26,0.0565,0.9999,1.893,0.02156,0.746,0.273,0.2489,6.32,6.079,1.233,0.1632,1.561,0.0842,2.744,112.95,2.669,6.714,0.014468,1.944,0.115,2.596,472.9,0.030535,0.1206,0.706,0.0747,0.807,0.02993,4.065,0.2647,0.01695,0.00015057,101289.94,0.1638,0.0207,0.03547,0.1608,0.2902,0.251,0.002486
2025-11-07,103339.08,3436.05,0.9996,161.79,0.835,2.3154,645.44,399.3,991.15,2.768,0.0778,0.2923,0.0517,0.0833,0.3339,2.1449,7.736,0.17877,0.099,0.1028,17.74,0.5763,0.0654,0.821,0.3657,0.2916,1.1575,0.1703,0.000335,0.01843,101.87,15.79,2.091,6.2e-06,5.875,0.02818,208.1,0.1937,0.6672,3992.01,0.0656,0.9999,3.392,0.02277,0.825,0.332,0.2746,7.68,6.86,1.505,0.17707,1.684,0.1021,3.165,101.28,3.254,8.225,0.015745,2.44,0.1253,2.777,512.3,0.036663,0.1389,0.774,0.0833,1.06,0.0346,5.544,0.2996,0.01869,0.00017826,103161.7,0.1813,0.024,0.03614,0.1805,0.3321,0.289,0.00277
2025-11-08,102312.94,3401.51,0.9996,158.02,0.817,2.2863,600.77,367.7,991.03,2.937,0.074,0.2916,0.0511,0.0914,0.3206,2.1224,7.5,0.17605,0.0981,0.104,17.5,0.5688,0.0635,0.803,0.3408,0.2833,1.1575,0.167,0.000334,0.01806,106.95,15.51,2.094,6.09e-06,6.011,0.02837,202.79,0.1949,0.6601,3989.36,0.0632,1.0,2.958,0.02317,0.804,0.311,0.3252,7.44,6.463,1.48,0.17566,1.642,0.0975,3.083,81.54,3.252,8.96,0.01481,2.32,0.1245,2.77,495.8,0.043239,0.1375,0.799,0.0809,1.041,0.03421,5.301,0.2981,0.01797,0.00016957,102171.88,0.1792,0.023,0.03615,0.1807,0.3311,0.286,0.002718
2025-11-09,104722.96,3583.46,0.9995,164.53,0.817,2.3662,615.8,381.0,996.63,3.075,0.0729,0.2906,0.0518,0.1071,0.3269,2.1447,7.694,0.1793,0.1015,0.1009,17.77,0.579,0.062,0.867,0.3491,0.2858,1.1552,0.1655,0.000329,0.01907,110.31,15.93,2.11,6.06e-06,6.574,0.02875,212.32,0.192,0.6715,4004.69,0.0648,1.0,2.782,0.0232,0.784,0.319,0.2982,7.6,6.474,1.441,0.17662,1.701,0.097,3.238,81.55,3.232,7.558,0.015276,2.406,0.1265,2.802,503.5,0.040463,0.1365,0.759,0.0808,1.021,0.03398,5.209,0.2993,0.01955,0.00017216,104577.7,0.1802,0.023,0.03628,0.1819,0.3274,0.284,0.002744
2025-11-10,106011.13,3567.85,0.9996,167.31,0.831,2.526,522.13,387.2,991.98,2.787,0.0735,0.2965,0.0525,0.1138,0.3399,2.1631,8.876,0.18179,0.1034,0.1014,18.18,0.5928,0.0626,0.829,0.3509,0.3005,1.1563,0.168,0.000335,0.01794,104.25,16.36,2.14,6.21e-06,9.347,0.02897,228.41,0.1941,0.6932,4114.67,0.0667,0.9999,2.555,0.02422,0.801,0.33,0.3012,8.19,6.427,1.471,0.19396,1.618,0.0969,3.298,72.7,3.266,6.819,0.016308,2.521,0.1543,2.919,517.6,0.04233,0.1369,0.741,0.0828,1.042,0.03428,5.194,0.3069,0.01938,0.00017799,105859.95,0.1826,0.0234,0.03679,0.1898,0.3541,0.288,0.00271
2025-11-11,103058.99,3417.76,0.9994,154.63,0.771,2.3915,443.43,363.6,958.08,2.548,0.0686,0.2967,0.0491,0.1341,0.3094,2.0079,7.885,0.17206,0.0922,0.0975,17.0,0.5564,0.0599,0.762,0.3298,0.2818,1.1589,0.1712,0.000302,0.01717,99.68,15.28,2.031,5.83e-06,8.249,0.03088,207.74,0.1835,0.6491,4127.99,0.0614,1.0,2.228,0.02309,0.713,0.294,0.2743,7.55,6.115,1.355,0.17776,1.508,0.09,3.092,67.1,3.054,5.969,0.014678,2.324,0.1502,2.672,505.7,0.037409,0.1275,0.672,0.0744,0.952,0.03266,4.937,0.2756,0.01807,0.00016078,102904.8,0.1712,0.0216,0.03702,0.1747,0.31,0.274,0.002357
